,PO No.,PO Item No.,Incoterms Name,Material/Service No.,PO Item Description,Manufacturer Name,Vendor Name,Manufacturer Part No.,Long Description,PO Item Creation Date,PO Item Quantity,PO Item Quantity Unit,PO Item Value (GC),PO Item Value (GC) Unit,Product Category,Product Category Description,PO Status Name,Region,score,path,desc,desc_words_short,desc_words_long,base_index,Unit Price
804519,4301045564,1,Free Carrier,10174305,GASKET:,SOLAR TURBINES,SOLAR TURBINES EUROPE SA,1078159-1,"GASKET: 23.35IN ID,30.48IN OD,NON ROUND,VITON",2019-02-22,12.0,EA,4324.8,USD,31181500,Gaskets,Transaction Completed,AGT,0.9,[1.1.1],m_p,['GASKET'],"['GASKET', '23.35IN', 'ID', '30.48IN', 'OD', 'NON', 'ROUND', 'VITON']",804519,360.40000000000003
812063,4301064412,1,Free Carrier,10174305,GASKET:,SOLAR TURBINES,SOLAR TURBINES EUROPE SA,1078159-1,"GASKET: 23.35IN ID,30.48IN OD,NON ROUND,VITON",2019-04-15,1.0,EA,355.59,USD,31181500,Gaskets,Transaction Completed,AGT,0.9,[1.1.1],m_p,['GASKET'],"['GASKET', '23.35IN', 'ID', '30.48IN', 'OD', 'NON', 'ROUND', 'VITON']",812063,355.59
813428,4301067927,1,Free Carrier,10174305,GASKET:,SOLAR TURBINES,SOLAR TURBINES EUROPE SA,1078159-1,"GASKET: 23.35IN ID,30.48IN OD,NON ROUND,VITON",2019-04-24,4.0,EA,1370.52,USD,31181500,Gaskets,Transaction Completed,AGT,0.9,[1.1.1],m_p,['GASKET'],"['GASKET', '23.35IN', 'ID', '30.48IN', 'OD', 'NON', 'ROUND', 'VITON']",813428,342.63
853951,4301174058,2,Free Carrier,10174305,"GSKT:23.35IN ID,30.48IN OD,NON ROUND,VIT",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,1078159-1,"GASKET: 23.35IN ID,30.48IN OD,NON ROUND,VITON",2020-03-05,1.0,EA,355.59,USD,31181500,Gaskets,Ordered,AGT,0.9,[1.1.1],m_p,"['GSKT', '23.35IN', 'ID', '30.48IN', 'OD', 'NON', 'ROUND', 'VIT']","['GASKET', '23.35IN', 'ID', '30.48IN', 'OD', 'NON', 'ROUND', 'VITON']",853951,355.59
671686,4300647454,1,Free Carrier,36024115,"DETECTOR:GAS,DETTRONICS,HYDROCARBON,0 TO",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,1056106,"DETECTOR: GAS,INFRARED,HYDROCARBON,0 TO 100PCT LFL,24DCV,IP66,DET-TRONICS,AMPERAGE: 4 TO 20MA,MATERIAL: STAINLESS STEEL,TEMPERATURE RATING: -40 TO 75 DEG C",2016-06-29,2.0,EA,5796.5,USD,41111900,Indicating/rec INSTR,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['DETECTOR', 'GAS', 'DETTRONICS', 'HYDROCARBON', '0', 'TO']","['DETECTOR', 'GAS', 'INFRARED', 'HYDROCARBON', '0', 'TO', '100PCT', 'LFL', '24DCV', 'IP66', 'DET', 'TRONICS', 'AMPERAGE', '4', 'TO', '20MA', 'MATERIAL', 'STAINLESS', 'STEEL', 'TEMPERATURE', 'RATING', '40', 'TO', '75', 'DEG', 'C']",671686,2898.25
677001,4300660273,2,From plant,36024115,"DETECTOR:GAS,DETTRONICS,HYDROCARBON,0 TO",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,1056106,"DETECTOR: GAS,INFRARED,HYDROCARBON,0 TO 100PCT LFL,24DCV,IP66,DET-TRONICS,AMPERAGE: 4 TO 20MA,MATERIAL: STAINLESS STEEL,TEMPERATURE RATING: -40 TO 75 DEG C",2016-07-28,4.0,EA,11593.0,USD,41111900,Indicating/rec INSTR,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['DETECTOR', 'GAS', 'DETTRONICS', 'HYDROCARBON', '0', 'TO']","['DETECTOR', 'GAS', 'INFRARED', 'HYDROCARBON', '0', 'TO', '100PCT', 'LFL', '24DCV', 'IP66', 'DET', 'TRONICS', 'AMPERAGE', '4', 'TO', '20MA', 'MATERIAL', 'STAINLESS', 'STEEL', 'TEMPERATURE', 'RATING', '40', 'TO', '75', 'DEG', 'C']",677001,2898.25
687415,4300690614,1,From plant,36024115,"DETECTOR:GAS,DETTRONICS,HYDROCARBON,0 TO",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,1056106,"DETECTOR: GAS,INFRARED,HYDROCARBON,0 TO 100PCT LFL,24DCV,IP66,DET-TRONICS,AMPERAGE: 4 TO 20MA,MATERIAL: STAINLESS STEEL,TEMPERATURE RATING: -40 TO 75 DEG C",2016-10-07,1.0,EA,2898.25,USD,41111900,Indicating/rec INSTR,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['DETECTOR', 'GAS', 'DETTRONICS', 'HYDROCARBON', '0', 'TO']","['DETECTOR', 'GAS', 'INFRARED', 'HYDROCARBON', '0', 'TO', '100PCT', 'LFL', '24DCV', 'IP66', 'DET', 'TRONICS', 'AMPERAGE', '4', 'TO', '20MA', 'MATERIAL', 'STAINLESS', 'STEEL', 'TEMPERATURE', 'RATING', '40', 'TO', '75', 'DEG', 'C']",687415,2898.25
722177,4300789913,1,From plant,36024115,"DETECTOR:GAS,DETTRONICS,HYDROCARBON,0 TO",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,1056106,"DETECTOR: GAS,INFRARED,HYDROCARBON,0 TO 100PCT LFL,24DCV,IP66,DET-TRONICS,AMPERAGE: 4 TO 20MA,MATERIAL: STAINLESS STEEL,TEMPERATURE RATING: -40 TO 75 DEG C",2017-06-05,1.0,EA,2898.25,USD,41111900,Indicating/rec INSTR,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['DETECTOR', 'GAS', 'DETTRONICS', 'HYDROCARBON', '0', 'TO']","['DETECTOR', 'GAS', 'INFRARED', 'HYDROCARBON', '0', 'TO', '100PCT', 'LFL', '24DCV', 'IP66', 'DET', 'TRONICS', 'AMPERAGE', '4', 'TO', '20MA', 'MATERIAL', 'STAINLESS', 'STEEL', 'TEMPERATURE', 'RATING', '40', 'TO', '75', 'DEG', 'C']",722177,2898.25
682523,4300676834,1,Free Carrier,10066301,DETECTOR:GAS/IR,SOLAR TURBINES,SOLAR TURBINES EUROPE SA,1078325-4,"DETECTOR: GAS,INFRARED,AMPERAGE: 4-20MA",2016-09-07,3.0,EA,8576.01,USD,41111900,Indicating/rec INSTR,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['DETECTOR', 'GAS', 'IR']","['DETECTOR', 'GAS', 'INFRARED', 'AMPERAGE', '4', '20MA']",682523,2858.67
725167,4300795422,1,Free Carrier,10066301,DETECTOR:GAS/IR,SOLAR TURBINES,SOLAR TURBINES EUROPE SA,1078325-4,"DETECTOR: GAS,INFRARED,AMPERAGE: 4-20MA",2017-06-16,4.0,EA,10948.12,USD,41111900,Indicating/rec INSTR,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['DETECTOR', 'GAS', 'IR']","['DETECTOR', 'GAS', 'INFRARED', 'AMPERAGE', '4', '20MA']",725167,2737.03
844096,4301146495,1,Free Carrier,11028002,"KIT:MAINTENANCE,MECHANICAL DRIVE MARS 10",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,1090886-1601,"KIT: MAINTENANCE,MECHANICAL DRIVE MARS 100,FILTER ELEMENT,CONSISTS OF FILTER ELEMENT,LUBE OIL",2019-12-09,2.0,EA,1004.74,USD,23150000,Ind process EQPT,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['KIT', 'MAINTENANCE', 'MECHANICAL', 'DRIVE', 'MARS', '10']","['KIT', 'MAINTENANCE', 'MECHANICAL', 'DRIVE', 'MARS', '100', 'FILTER', 'ELEMENT', 'CONSISTS', 'OF', 'FILTER', 'ELEMENT', 'LUBE', 'OIL']",844096,502.37
850653,4301164986,1,Free Carrier,11028002,"KIT:MAINTENANCE,MECHANICAL DRIVE MARS 10",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,1090886-1601,"KIT: MAINTENANCE,MECHANICAL DRIVE MARS 100,FILTER ELEMENT,CONSISTS OF FILTER ELEMENT,LUBE OIL",2020-02-06,1.0,EA,502.37,USD,23150000,Ind process EQPT,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['KIT', 'MAINTENANCE', 'MECHANICAL', 'DRIVE', 'MARS', '10']","['KIT', 'MAINTENANCE', 'MECHANICAL', 'DRIVE', 'MARS', '100', 'FILTER', 'ELEMENT', 'CONSISTS', 'OF', 'FILTER', 'ELEMENT', 'LUBE', 'OIL']",850653,502.37
864881,4301206208,3,Free Carrier,11028002,"KIT:MAINTENANCE,MECHANICAL DRIVE MARS 10",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,1090886-1601,"KIT: MAINTENANCE,MECHANICAL DRIVE MARS 100,FILTER ELEMENT,CONSISTS OF FILTER ELEMENT,LUBE OIL",2020-07-16,1.0,EA,502.37,USD,23150000,Ind process EQPT,Ordered,AGT,0.9,[1.1.1],m_p,"['KIT', 'MAINTENANCE', 'MECHANICAL', 'DRIVE', 'MARS', '10']","['KIT', 'MAINTENANCE', 'MECHANICAL', 'DRIVE', 'MARS', '100', 'FILTER', 'ELEMENT', 'CONSISTS', 'OF', 'FILTER', 'ELEMENT', 'LUBE', 'OIL']",864881,502.37
884544,4301251850,1,Free Carrier,11028002,"KIT:MAINTENANCE,MECHANICAL DRIVE MARS 10",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,1090886-1601,"KIT: MAINTENANCE,MECHANICAL DRIVE MARS 100,FILTER ELEMENT,CONSISTS OF FILTER ELEMENT,LUBE OIL",2021-04-26,1.0,EA,753.55,USD,23150000,Ind process EQPT,Ordered,AGT,0.9,[1.1.1],m_p,"['KIT', 'MAINTENANCE', 'MECHANICAL', 'DRIVE', 'MARS', '10']","['KIT', 'MAINTENANCE', 'MECHANICAL', 'DRIVE', 'MARS', '100', 'FILTER', 'ELEMENT', 'CONSISTS', 'OF', 'FILTER', 'ELEMENT', 'LUBE', 'OIL']",884544,753.55
890553,4301261914,1,Free Carrier,11028002,"KIT:MAINTENANCE,MECHANICAL DRIVE MARS 10",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,1090886-1601,"KIT: MAINTENANCE,MECHANICAL DRIVE MARS 100,FILTER ELEMENT,CONSISTS OF FILTER ELEMENT,LUBE OIL",2021-07-02,1.0,EA,733.19,USD,23150000,Ind process EQPT,Ordered,AGT,0.9,[1.1.1],m_p,"['KIT', 'MAINTENANCE', 'MECHANICAL', 'DRIVE', 'MARS', '10']","['KIT', 'MAINTENANCE', 'MECHANICAL', 'DRIVE', 'MARS', '100', 'FILTER', 'ELEMENT', 'CONSISTS', 'OF', 'FILTER', 'ELEMENT', 'LUBE', 'OIL']",890553,733.19
891528,4301263530,2,Free Carrier,11028002,"KIT:MAINTENANCE,MECHANICAL DRIVE MARS 10",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,1090886-1601,"KIT: MAINTENANCE,MECHANICAL DRIVE MARS 100,FILTER ELEMENT,CONSISTS OF FILTER ELEMENT,LUBE OIL",2021-07-14,1.0,EA,733.19,USD,23150000,Ind process EQPT,Ordered,AGT,0.9,[1.1.1],m_p,"['KIT', 'MAINTENANCE', 'MECHANICAL', 'DRIVE', 'MARS', '10']","['KIT', 'MAINTENANCE', 'MECHANICAL', 'DRIVE', 'MARS', '100', 'FILTER', 'ELEMENT', 'CONSISTS', 'OF', 'FILTER', 'ELEMENT', 'LUBE', 'OIL']",891528,733.19
674223,4300653950,2,From plant,11047943,"ELEMENT,FILTER:LUBRICATING OIL",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,1091032-1,"FILTER,ELEMENT: CYLINDRICAL,OIL,PLEATED",2016-07-14,4.0,EA,915.84,USD,40161500,Filters,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['ELEMENT', 'FILTER', 'LUBRICATING', 'OIL']","['FILTER', 'ELEMENT', 'CYLINDRICAL', 'OIL', 'PLEATED']",674223,228.96
685367,4300684898,3,From plant,11047943,"ELEMENT,FILTER:LUBRICATING OIL",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,1091032-1,"FILTER,ELEMENT: CYLINDRICAL,OIL,PLEATED",2016-09-28,4.0,EA,915.84,USD,40161500,Filters,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['ELEMENT', 'FILTER', 'LUBRICATING', 'OIL']","['FILTER', 'ELEMENT', 'CYLINDRICAL', 'OIL', 'PLEATED']",685367,228.96
813685,4301068400,8,Free Carrier,11047943,"ELMNT,FILTER:CYLDCL,OIL",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,1091032-1,"FILTER,ELEMENT: CYLINDRICAL,OIL,PLEATED",2019-04-25,5.0,EA,1298.5,USD,40161500,Filters,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['ELMNT', 'FILTER', 'CYLDCL', 'OIL']","['FILTER', 'ELEMENT', 'CYLINDRICAL', 'OIL', 'PLEATED']",813685,259.7
838712,4301134607,1,Free Carrier,11047943,"ELMNT,FILTER:CYLDCL,OIL",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,1091032-1,"FILTER,ELEMENT: CYLINDRICAL,OIL,PLEATED",2019-10-29,8.0,EA,1444.64,USD,40161500,Filters,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['ELMNT', 'FILTER', 'CYLDCL', 'OIL']","['FILTER', 'ELEMENT', 'CYLINDRICAL', 'OIL', 'PLEATED']",838712,180.58
891725,4301264077,11,Free Carrier,36024174,"HOSE, (OLD P/N 1010035) 1095764",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,1095764, ,2021-07-16,2.0,EA,1570.42,USD,26111600,Power generators,Held,AGT,0.9,[2.1.1],m_p,"['HOSE', '(OLD', 'P', 'N', '1010035)', '1095764']",[],891725,785.21
615238,4300482256,1,Free Carrier,36024216,"ELEMENT,FILTER:DISPOSABLE",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,1106630-50,"FILTER,ELEMENT: DISPOSABLE,AIR",2015-07-27,150.0,EA,1344.0,USD,40161500,Filters,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['ELEMENT', 'FILTER', 'DISPOSABLE']","['FILTER', 'ELEMENT', 'DISPOSABLE', 'AIR']",615238,8.96
680598,4300671452,1,From plant,36024216,"ELEMENT,FLTR:DISPOS",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,1106630-50,"FILTER,ELEMENT: DISPOSABLE,AIR",2016-08-24,84.0,EA,756.0,USD,40161500,Filters,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['ELEMENT', 'FLTR', 'DISPOS']","['FILTER', 'ELEMENT', 'DISPOSABLE', 'AIR']",680598,9.0
716626,4300774292,2,From plant,36024216,"ELEMENT,FLTR:DISPOS",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,1106630-50,"FILTER,ELEMENT: DISPOSABLE,AIR",2017-04-27,80.0,EA,720.0,USD,40161500,Filters,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['ELEMENT', 'FLTR', 'DISPOS']","['FILTER', 'ELEMENT', 'DISPOSABLE', 'AIR']",716626,9.0
730416,4300810457,1,Free Carrier,36024216,"ELEMENT,FLTR:DISPOS",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,1106630-50,"FILTER,ELEMENT: DISPOSABLE,AIR",2017-07-25,42.0,EA,378.0,USD,40161500,Filters,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['ELEMENT', 'FLTR', 'DISPOS']","['FILTER', 'ELEMENT', 'DISPOSABLE', 'AIR']",730416,9.0
744407,4300859826,1,From plant,36024216,"ELEMENT,FLTR:DISPOS",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,1106630-50,"FILTER,ELEMENT: DISPOSABLE,AIR",2017-10-27,95.0,EA,855.0,USD,40161500,Filters,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['ELEMENT', 'FLTR', 'DISPOS']","['FILTER', 'ELEMENT', 'DISPOSABLE', 'AIR']",744407,9.0
747587,4300869898,1,Free Carrier,36024216,"ELEMENT,FLTR:DISPOS",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,1106630-50,"FILTER,ELEMENT: DISPOSABLE,AIR",2017-11-21,2.0,EA,18.0,USD,40161500,Filters,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['ELEMENT', 'FLTR', 'DISPOS']","['FILTER', 'ELEMENT', 'DISPOSABLE', 'AIR']",747587,9.0
777748,4300964871,1,Free Carrier,36024216,"ELEMENT,FLTR:DISPOS",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,1106630-50,"FILTER,ELEMENT: DISPOSABLE,AIR",2018-07-23,22.0,EA,207.02,USD,40161500,Filters,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['ELEMENT', 'FLTR', 'DISPOS']","['FILTER', 'ELEMENT', 'DISPOSABLE', 'AIR']",777748,9.41
781526,4300980173,1,From plant,36024216,"ELEMENT,FLTR:DISPOS",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,1106630-50,"FILTER,ELEMENT: DISPOSABLE,AIR",2018-08-21,26.0,EA,237.9,USD,40161500,Filters,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['ELEMENT', 'FLTR', 'DISPOS']","['FILTER', 'ELEMENT', 'DISPOSABLE', 'AIR']",781526,9.15
792937,4301011232,1,Free Carrier,36024216,"ELEMENT,FLTR:DISPOS",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,1106630-50,"FILTER,ELEMENT: DISPOSABLE,AIR",2018-11-20,46.0,EA,432.86,USD,40161500,Filters,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['ELEMENT', 'FLTR', 'DISPOS']","['FILTER', 'ELEMENT', 'DISPOSABLE', 'AIR']",792937,9.41
803932,4301043737,1,Free Carrier,36024216,"ELEMENT,FLTR:DISPOS",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,1106630-50,"FILTER,ELEMENT: DISPOSABLE,AIR",2019-02-18,32.0,EA,146.88,USD,40161500,Filters,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['ELEMENT', 'FLTR', 'DISPOS']","['FILTER', 'ELEMENT', 'DISPOSABLE', 'AIR']",803932,4.59
806406,4301049806,1,From plant,36024216,"ELEMENT,FLTR:DISPOS",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,1106630-50,"FILTER,ELEMENT: DISPOSABLE,AIR",2019-03-06,22.0,EA,223.74,USD,40161500,Filters,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['ELEMENT', 'FLTR', 'DISPOS']","['FILTER', 'ELEMENT', 'DISPOSABLE', 'AIR']",806406,10.17
809157,4301058082,1,Free Carrier,36024216,"ELEMENT,FLTR:DISPOS",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,1106630-50,"FILTER,ELEMENT: DISPOSABLE,AIR",2019-03-28,180.0,EA,1830.6,USD,40161500,Filters,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['ELEMENT', 'FLTR', 'DISPOS']","['FILTER', 'ELEMENT', 'DISPOSABLE', 'AIR']",809157,10.17
811823,4301063416,3,Free Carrier,36024216,"ELMNT,FILTER:DISPOS",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,1106630-50,"FILTER,ELEMENT: DISPOSABLE,AIR",2019-04-11,300.0,EA,3051.0,USD,40161500,Filters,Ordered,AGT,0.9,[1.1.1],m_p,"['ELMNT', 'FILTER', 'DISPOS']","['FILTER', 'ELEMENT', 'DISPOSABLE', 'AIR']",811823,10.17
815568,4301073756,1,Free Carrier,36024216,"ELMNT,FILTER:DISPOS",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,1106630-50,"FILTER,ELEMENT: DISPOSABLE,AIR",2019-05-09,32.0,EA,325.44,USD,40161500,Filters,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['ELMNT', 'FILTER', 'DISPOS']","['FILTER', 'ELEMENT', 'DISPOSABLE', 'AIR']",815568,10.17
836951,4301129749,1,Free Carrier,36024216,"ELMNT,FILTER:DISPOS",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,1106630-50,"FILTER,ELEMENT: DISPOSABLE,AIR",2019-10-14,32.0,EA,158.72,USD,40161500,Filters,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['ELMNT', 'FILTER', 'DISPOS']","['FILTER', 'ELEMENT', 'DISPOSABLE', 'AIR']",836951,4.96
837632,4301131980,2,Free Carrier,36024216,"ELMNT,FILTER:DISPOS",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,1106630-50,"FILTER,ELEMENT: DISPOSABLE,AIR",2019-10-21,44.0,EA,218.24,USD,40161500,Filters,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['ELMNT', 'FILTER', 'DISPOS']","['FILTER', 'ELEMENT', 'DISPOSABLE', 'AIR']",837632,4.96
843587,4301145736,1,Free Carrier,36024216,"ELMNT,FILTER:DISPOS",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,1106630-50,"FILTER,ELEMENT: DISPOSABLE,AIR",2019-12-05,27.0,EA,123.93,USD,40161500,Filters,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['ELMNT', 'FILTER', 'DISPOS']","['FILTER', 'ELEMENT', 'DISPOSABLE', 'AIR']",843587,4.59
844323,4301146656,1,Free Carrier,36024216,"FLTR,ELMNT:DISPOS,AIR",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,1106630-50,"FILTER,ELEMENT: DISPOSABLE,AIR",2019-12-09,96.0,EA,440.64,USD,40161500,Filters,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['FLTR', 'ELMNT', 'DISPOS', 'AIR']","['FILTER', 'ELEMENT', 'DISPOSABLE', 'AIR']",844323,4.59
859029,4301189544,2,Free Carrier,36024216,"FLTR,ELMNT:DISPOS,AIR",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,1106630-50,"FILTER,ELEMENT: DISPOSABLE,AIR",2020-04-30,61.0,EA,279.99,USD,40161500,Filters,Ordered,AGT,0.9,[1.1.1],m_p,"['FLTR', 'ELMNT', 'DISPOS', 'AIR']","['FILTER', 'ELEMENT', 'DISPOSABLE', 'AIR']",859029,4.59
875899,4301235226,2,Free Carrier,36024216,"FLTR,ELMNT:DISPOS,AIR",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,1106630-50,"FILTER,ELEMENT: DISPOSABLE,AIR",2021-01-11,224.0,EA,1028.16,USD,40161500,Filters,Ordered,AGT,0.9,[1.1.1],m_p,"['FLTR', 'ELMNT', 'DISPOS', 'AIR']","['FILTER', 'ELEMENT', 'DISPOSABLE', 'AIR']",875899,4.590000000000001
811818,4301063416,13,Free Carrier,36024600,"REGULATOR,PRESSURE:",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,970287C1,VALVE: PRESSURE REGULATING,2019-04-11,2.0,EA,881.92,USD,41112404,Pressure regulator,Ordered,AGT,0.9,[1.1.1],m_p,"['REGULATOR', 'PRESSURE']","['VALVE', 'PRESSURE', 'REGULATING']",811818,440.96
826494,4301098175,3,Free Carrier,36024600,VLV:PRESSURE REGULATING,SOLAR TURBINES,SOLAR TURBINES EUROPE SA,970287C1,VALVE: PRESSURE REGULATING,2019-07-22,4.0,EA,1731.6,USD,41112404,Pressure regulator,Ordered,AGT,0.9,[1.1.1],m_p,"['VLV', 'PRESSURE', 'REGULATING']","['VALVE', 'PRESSURE', 'REGULATING']",826494,432.9
652445,4300587618,11,From plant,11059776,"KIT:INSTALLATION,REPLACEMENT,RTD",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,1110835-100,"KIT: INSTALLATION,REPLACEMENT,RTD",2016-02-09,2.0,EA,1089.46,USD,23150000,Ind process EQPT,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['KIT', 'INSTALLATION', 'REPLACEMENT', 'RTD']","['KIT', 'INSTALLATION', 'REPLACEMENT', 'RTD']",652445,544.73
692749,4300704663,1,From plant,11079018,"DRIVE,AC MTR:VARIABLE FREQUENCY,200HP,40",SOLAR,NOW Netherlands BV,1112342-11201,"DRIVE,MOTOR: VARIABLE FREQUENCY,200 HP,400ACV INPUT,OPEN,POWERFLEX 753,AMPERAGE: 302A OUTPUT,FREQUENCY: 50HZ,OPTION 2,PHASE: 3PH",2016-11-10,2.0,EA,16960.83,USD,26101100,Electrical AC motors,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['DRIVE', 'AC', 'MTR', 'VARIABLE', 'FREQUENCY', '200HP', '40']","['DRIVE', 'MOTOR', 'VARIABLE', 'FREQUENCY', '200', 'HP', '400ACV', 'INPUT', 'OPEN', 'POWERFLEX', '753', 'AMPERAGE', '302A', 'OUTPUT', 'FREQUENCY', '50HZ', 'OPTION', '2', 'PHASE', '3PH']",692749,8480.415
744418,4300859849,1,From plant,11079018,"DRIVE,AC MTR:VARIABLE FREQUENCY,200HP,40",SOLAR,SOLAR TURBINES EUROPE SA,1112342-11201,"DRIVE,MOTOR: VARIABLE FREQUENCY,200 HP,400ACV INPUT,OPEN,POWERFLEX 753,AMPERAGE: 302A OUTPUT,FREQUENCY: 50HZ,OPTION 2,PHASE: 3PH",2017-10-27,1.0,EA,29721.87,USD,26101100,Electrical AC motors,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['DRIVE', 'AC', 'MTR', 'VARIABLE', 'FREQUENCY', '200HP', '40']","['DRIVE', 'MOTOR', 'VARIABLE', 'FREQUENCY', '200', 'HP', '400ACV', 'INPUT', 'OPEN', 'POWERFLEX', '753', 'AMPERAGE', '302A', 'OUTPUT', 'FREQUENCY', '50HZ', 'OPTION', '2', 'PHASE', '3PH']",744418,29721.87
777439,4300963917,1,From plant,11079018,"DRIVE,AC MTR:VARIABLE FREQUENCY,200HP,40",SOLAR,SOLAR TURBINES EUROPE SA,1112342-11201,"DRIVE,MOTOR: VARIABLE FREQUENCY,200 HP,400ACV INPUT,OPEN,POWERFLEX 753,AMPERAGE: 302A OUTPUT,FREQUENCY: 50HZ,OPTION 2,PHASE: 3PH",2018-07-19,1.0,EA,30913.42,USD,26101100,Electrical AC motors,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['DRIVE', 'AC', 'MTR', 'VARIABLE', 'FREQUENCY', '200HP', '40']","['DRIVE', 'MOTOR', 'VARIABLE', 'FREQUENCY', '200', 'HP', '400ACV', 'INPUT', 'OPEN', 'POWERFLEX', '753', 'AMPERAGE', '302A', 'OUTPUT', 'FREQUENCY', '50HZ', 'OPTION', '2', 'PHASE', '3PH']",777439,30913.42
783117,4300984437,1,From plant,11079018,"DRIVE,AC MTR:VARIABLE FREQUENCY,200HP,40",SOLAR,SOLAR TURBINES EUROPE SA,1112342-11201,"DRIVE,MOTOR: VARIABLE FREQUENCY,200 HP,400ACV INPUT,OPEN,POWERFLEX 753,AMPERAGE: 302A OUTPUT,FREQUENCY: 50HZ,OPTION 2,PHASE: 3PH",2018-09-03,4.0,EA,118887.48,USD,26101100,Electrical AC motors,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['DRIVE', 'AC', 'MTR', 'VARIABLE', 'FREQUENCY', '200HP', '40']","['DRIVE', 'MOTOR', 'VARIABLE', 'FREQUENCY', '200', 'HP', '400ACV', 'INPUT', 'OPEN', 'POWERFLEX', '753', 'AMPERAGE', '302A', 'OUTPUT', 'FREQUENCY', '50HZ', 'OPTION', '2', 'PHASE', '3PH']",783117,29721.87
